"county","fips","urban_rural","age_adjusted_incidence_rate_rate_note_cases_per_100_000","lower_95_confidence_interval","upper_95_confidence_interval","ci_rank_rank_note","lower_ci_ci_rank","upper_ci_ci_rank","average_annual_count","percent_of_cases_with_late_stage","UNIT_ID","YEAR_","total_burned_acres","age_adjusted_rate","incidence_numeric","pm25_avg","pm25_avg_z","log_burned_acres"
"California","06000","N/A","24.5","24.3","24.7","N/A","N/A","N/A","11010","67.1",NA,NA,NA,24.5,24.5,NA,NA,NA
"US","00000","N/A","34.3","34.2","34.4","N/A","N/A","N/A","140561","64.9",NA,NA,NA,34.3,34.3,NA,NA,NA
"Yuba County","06115","Urban","46.8","40.2","54.1","1","1","7","38","68.8",NA,NA,NA,46.8,46.8,NA,NA,NA
"Lake County","06033","Rural","42.6","37.3","48.6","2","1","10","49","73.3",NA,NA,NA,42.6,42.6,NA,NA,NA
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1920,2124.82983398438,40.9,40.9,NA,NA,7.66191751523958
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1922,22418.634765625,40.9,40.9,NA,NA,10.0176924059326
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1923,4628.48239898682,40.9,40.9,NA,NA,8.44020034795557
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1924,59766.9907684326,40.9,40.9,NA,NA,10.9982255251989
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1926,24.3430709838867,40.9,40.9,NA,NA,3.23250535870569
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1930,4945.0818977356,40.9,40.9,NA,NA,8.50635100632187
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1931,14836.0797348022,40.9,40.9,NA,NA,9.60488471398786
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1932,10364.3974761963,40.9,40.9,NA,NA,9.24622837205515
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1933,1602.04661560059,40.9,40.9,NA,NA,7.37966123241168
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1934,8939.29818344116,40.9,40.9,NA,NA,9.09832422146381
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1935,6718.50109863281,40.9,40.9,NA,NA,8.8127691894863
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1936,1782.76821899414,40.9,40.9,NA,NA,7.48648338261086
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1938,4136.13893127441,40.9,40.9,NA,NA,8.3277597485116
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1939,42365.8755874634,40.9,40.9,NA,NA,10.6541220997513
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1940,1512.8458404541,40.9,40.9,NA,NA,7.32240860612758
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1942,859.413673400879,40.9,40.9,NA,NA,6.75741328917906
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1943,929.008338928223,40.9,40.9,NA,NA,6.83519355269659
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1944,14573.4216918945,40.9,40.9,NA,NA,9.58702333234536
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1945,6440.89687347412,40.9,40.9,NA,NA,8.77057832129888
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1946,82.2602005004883,40.9,40.9,NA,NA,4.42197064988894
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1947,1779.983543396,40.9,40.9,NA,NA,7.48492104315489
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1948,141.348670959473,40.9,40.9,NA,NA,4.95827947725245
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1949,8482.62949371338,40.9,40.9,NA,NA,9.04589364355149
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1950,419.585525512695,40.9,40.9,NA,NA,6.04164784877413
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1951,8933.82481384277,40.9,40.9,NA,NA,9.09771182066855
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1952,1317.63203430176,40.9,40.9,NA,NA,7.18435014056107
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1953,650.020446777344,40.9,40.9,NA,NA,6.47854104997547
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1954,341.574066162109,40.9,40.9,NA,NA,5.83648788589148
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1955,3660.62896728516,40.9,40.9,NA,NA,8.20566340040852
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1956,337.685333251953,40.9,40.9,NA,NA,5.82507145582132
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1959,5548.88526916504,40.9,40.9,NA,NA,8.62153253430429
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1961,257.344665527344,40.9,40.9,NA,NA,5.55429460628059
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1966,352.411773681641,40.9,40.9,NA,NA,5.86763387478521
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1967,430.238159179688,40.9,40.9,NA,NA,6.06666051099398
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1968,730.451110839844,40.9,40.9,NA,NA,6.5950303841048
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1970,852.4375,40.9,40.9,NA,NA,6.74927231166802
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1974,1623.76690673828,40.9,40.9,NA,NA,7.39311964246784
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1975,454.704132080078,40.9,40.9,NA,NA,6.12184376577334
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1979,327.041389465332,40.9,40.9,NA,NA,5.79313978781749
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1980,2192.69161987305,40.9,40.9,NA,NA,7.69334107483639
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1981,1014.58164215088,40.9,40.9,NA,NA,6.92321677380154
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1982,70.6013870239258,40.9,40.9,NA,NA,4.27111444562151
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1984,308.583709716797,40.9,40.9,NA,NA,5.73522852313743
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1985,7885.57229614258,40.9,40.9,NA,NA,8.97291688296122
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1986,490.401092529297,40.9,40.9,NA,NA,6.19726068338395
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1987,98094.6872940063,40.9,40.9,NA,NA,11.4936986822426
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1988,9051.61822509766,40.9,40.9,NA,NA,9.1108093014935
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1989,623.041748046875,40.9,40.9,NA,NA,6.43621727005273
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1990,653.729110717773,40.9,40.9,NA,NA,6.48422157866776
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1991,2092.96907043457,40.9,40.9,NA,NA,7.64681662075529
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1992,5262.46484375,40.9,40.9,NA,NA,8.56854480441572
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1994,671.128234863281,40.9,40.9,NA,NA,6.51044914800765
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1996,3974.54013061523,40.9,40.9,NA,NA,8.2879158997731
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",1999,205340.453491211,40.9,40.9,NA,NA,12.232429499289
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",2001,1187.50830078125,40.9,40.9,NA,NA,7.08045427102596
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",2003,4051.96429824829,40.9,40.9,NA,NA,8.30720381786715
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",2004,793.461032867432,40.9,40.9,NA,NA,6.67766393866627
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",2005,445.625324249268,40.9,40.9,NA,NA,6.10172004234223
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",2006,104040.326873779,40.9,40.9,NA,NA,11.5525434729778
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",2007,2781.87786769867,40.9,40.9,NA,NA,7.93124087543847
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",2008,303111.53644371,40.9,40.9,NA,NA,12.6218594229418
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",2009,1591.7415599823,40.9,40.9,NA,NA,7.3732120619603
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",2011,23.7173981666565,40.9,40.9,5.16964285714286,-1.19408716489804,3.20750737489218
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",2012,54140.6148366928,40.9,40.9,5.90552147239264,-0.939462801818107,10.8993583897773
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",2013,28.8935866355896,40.9,40.9,5.54177215189873,-1.06532518880985,3.39764396359657
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",2014,6333.14551734924,40.9,40.9,5.29263803680982,-1.15152910078855,8.75371020083993
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",2015,158998.159221716,40.9,40.9,7.45263157894737,-0.404140919468921,11.9766541932747
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",2016,70.2107553482056,40.9,40.9,5.05,-1.23548527820878,4.26564386527109
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",2017,35368.2921319008,40.9,40.9,7.88275862068966,-0.255310906233775,10.4735992687649
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",2018,111440.98815918,40.9,40.9,14.7764705882353,2.13001050767497,11.6212594489189
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",2019,7028.22256278992,40.9,40.9,6.62830188679245,-0.68937060067331,8.85783139018151
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",2020,831.280481338501,40.9,40.9,10.8375,0.767071217912403,6.72416950100343
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",2021,385139.091755867,40.9,40.9,NA,NA,12.8613624217741
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",2022,44.3769779205322,40.9,40.9,NA,NA,3.81500488217012
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",2023,4246.95631504059,40.9,40.9,NA,NA,8.35419327921555
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",2024,5124.03125,40.9,40.9,NA,NA,8.541891901549
"Shasta County","06089","Urban","40.9","37.6","44.5","3","1","8","116","73.1","SHF",NA,982.061382293701,40.9,40.9,NA,NA,6.89067156203659
"Del Norte County","06015","Rural","38.9","30.5","49.1","4","1","32","16","71.2",NA,NA,NA,38.9,38.9,NA,NA,NA
"Glenn County","06021","Rural","37.7","29","48.3","5","1","38","13","69.8",NA,NA,NA,37.7,37.7,NA,NA,NA
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1936,58740.2137145996,37.2,37.2,NA,NA,10.9808968670281
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1938,2721.4765625,37.2,37.2,NA,NA,7.90929724595463
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1939,12986.0646209717,37.2,37.2,NA,NA,9.47170911191751
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1940,679.510620117188,37.2,37.2,NA,NA,6.52284342831388
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1941,5929.18789672852,37.2,37.2,NA,NA,8.68781117727874
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1943,65446.7599182129,37.2,37.2,NA,NA,11.0890075449038
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1944,3331.78778076172,37.2,37.2,NA,NA,8.11156440414188
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1945,4216.36709594727,37.2,37.2,NA,NA,8.34696630140368
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1946,7310.0133972168,37.2,37.2,NA,NA,8.89713717476555
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1947,5487.64625549316,37.2,37.2,NA,NA,8.61043692039794
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1948,8604.9072265625,37.2,37.2,NA,NA,9.06020413325242
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1949,1556.75289916992,37.2,37.2,NA,NA,7.35099961254917
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1950,7856.00531005859,37.2,37.2,NA,NA,8.96916080901352
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1951,2010.18411254883,37.2,37.2,NA,NA,7.60647893831633
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1952,6630.57049560547,37.2,37.2,NA,NA,8.79959693229417
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1953,1964.97964477539,37.2,37.2,NA,NA,7.5837459470296
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1954,2737.4267578125,37.2,37.2,NA,NA,7.91513885849912
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1955,2715.73901367188,37.2,37.2,NA,NA,7.90718754801167
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1957,3989.59320068359,37.2,37.2,NA,NA,8.29169517068387
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1958,2943.94435119629,37.2,37.2,NA,NA,7.98784519987873
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1959,5351.46612548828,37.2,37.2,NA,NA,8.58531269171673
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1961,67209.8834228516,37.2,37.2,NA,NA,11.115590469095
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1963,2120.55587768555,37.2,37.2,NA,NA,7.65990500305845
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1964,2553.87303161621,37.2,37.2,NA,NA,7.84575780731934
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1966,1293.64242553711,37.2,37.2,NA,NA,7.16598981672933
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1968,1940.98773193359,37.2,37.2,NA,NA,7.57146733159836
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1969,2051.73547363281,37.2,37.2,NA,NA,7.626928560024
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1971,974.377868652344,37.2,37.2,NA,NA,6.88282495350895
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1972,642.975524902344,37.2,37.2,NA,NA,6.46766072057213
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1973,19893.3729553223,37.2,37.2,NA,NA,9.89819220466251
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1974,6950.08999633789,37.2,37.2,NA,NA,8.84665376026712
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1975,1136.12731933594,37.2,37.2,NA,NA,7.03626046578921
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1976,109171.617248535,37.2,37.2,NA,NA,11.6006855530507
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1979,9595.82202148438,37.2,37.2,NA,NA,9.16918728322157
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1980,2958.45137023926,37.2,37.2,NA,NA,7.99275918224692
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1981,3197.76073670387,37.2,37.2,NA,NA,8.07051874399947
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1984,2858.84716796875,37.2,37.2,NA,NA,7.95852346461289
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1986,419.192138671875,37.2,37.2,NA,NA,6.0407120796968
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1988,529.620361328125,37.2,37.2,NA,NA,6.27404681512516
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1989,1196.75421142578,37.2,37.2,NA,NA,7.08820359187125
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1990,131943.32925415,37.2,37.2,NA,NA,11.7901353645332
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1992,1331.17895507812,37.2,37.2,NA,NA,7.19457119273535
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1994,44151.6392974854,37.2,37.2,NA,NA,10.6954079844828
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1997,878.435363769531,37.2,37.2,NA,NA,6.77928006945822
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1998,3055.78637695312,37.2,37.2,NA,NA,8.02511943948612
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",1999,96551.2713317871,37.2,37.2,NA,NA,11.4778398125078
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",2000,8725.9679107666,37.2,37.2,NA,NA,9.07417327015032
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",2001,1899.76176261902,37.2,37.2,NA,NA,7.55001001249872
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",2002,0.967982769012451,37.2,37.2,NA,NA,0.677009043008627
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",2003,921.321868896484,37.2,37.2,NA,NA,6.82689426122207
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",2004,196.596908569336,37.2,37.2,NA,NA,5.28622914029936
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",2005,5450.21868896484,37.2,37.2,NA,NA,8.60359447531381
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",2007,862.007860183716,37.2,37.2,NA,NA,6.76042379901845
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",2008,18329.1202392578,37.2,37.2,NA,NA,9.81630090050988
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",2010,41.6197166442871,37.2,37.2,NA,NA,3.75231697822714
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",2012,27670.37890625,37.2,37.2,NA,NA,10.2281539055201
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",2013,11737.2831726074,37.2,37.2,NA,NA,9.37061084526139
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",2015,359.703095018864,37.2,37.2,NA,NA,5.88805516846282
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",2016,1115.14543414116,37.2,37.2,4.92979146388443,-1.27707912440964,7.01763645178148
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",2017,254.313396453857,37.2,37.2,7.22961612838802,-0.481307405732942,5.54249179625054
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",2018,13518.6536827087,37.2,37.2,10.5827301991758,0.678917279310942,9.51189973408462
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",2019,11961.7250976562,37.2,37.2,5.44086243178622,-1.10024137291924,9.38955085252513
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",2020,1371.61144828796,37.2,37.2,13.2600082528249,1.60529318570534,7.22447037102548
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",2021,98.5253171920776,37.2,37.2,NA,NA,4.60041205594061
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",2022,1260.13060760498,37.2,37.2,NA,NA,7.1397639052287
"Tehama County","06103","Rural","37.2","31.8","43.3","6","1","22","36","65.6","TGU",2024,321.341302633286,37.2,37.2,NA,NA,5.77561093026431
"Butte County","06007","Urban","35.6","32.5","38.9","7","3","16","104","68.2","BTU",1950,3017.86785888672,35.6,35.6,NA,NA,8.01263715892007
"Butte County","06007","Urban","35.6","32.5","38.9","7","3","16","104","68.2","BTU",1951,471.250946044922,35.6,35.6,NA,NA,6.15751050965102
"Butte County","06007","Urban","35.6","32.5","38.9","7","3","16","104","68.2","BTU",1954,3742.33116149902,35.6,35.6,NA,NA,8.22773117887695
"Butte County","06007","Urban","35.6","32.5","38.9","7","3","16","104","68.2","BTU",1955,462.993988037109,35.6,35.6,NA,NA,6.13987159532574
"Butte County","06007","Urban","35.6","32.5","38.9","7","3","16","104","68.2","BTU",1957,1202.51818847656,35.6,35.6,NA,NA,7.09300437009319
"Butte County","06007","Urban","35.6","32.5","38.9","7","3","16","104","68.2","BTU",1958,1166.57312011719,35.6,35.6,NA,NA,7.06268261723259
"Butte County","06007","Urban","35.6","32.5","38.9","7","3","16","104","68.2","BTU",1959,3133.33480834961,35.6,35.6,NA,NA,8.05017224820854
"Butte County","06007","Urban","35.6","32.5","38.9","7","3","16","104","68.2","BTU",1960,928.402465820312,35.6,35.6,NA,NA,6.83454186977875
"Butte County","06007","Urban","35.6","32.5","38.9","7","3","16","104","68.2","BTU",1961,5159.3567199707,35.6,35.6,NA,NA,8.54876098786339
"Butte County","06007","Urban","35.6","32.5","38.9","7","3","16","104","68.2","BTU",1963,349.643585205078,35.6,35.6,NA,NA,5.85977028080468
"Butte County","06007","Urban","35.6","32.5","38.9","7","3","16","104","68.2","BTU",1964,11283.3349914551,35.6,35.6,NA,NA,9.33117075897785
"Butte County","06007","Urban","35.6","32.5","38.9","7","3","16","104","68.2","BTU",1966,12516.3533325195,35.6,35.6,NA,NA,9.43487122714081
"Butte County","06007","Urban","35.6","32.5","38.9","7","3","16","104","68.2","BTU",1967,281.089233398438,35.6,35.6,NA,NA,5.64222345137546
"Butte County","06007","Urban","35.6","32.5","38.9","7","3","16","104","68.2","BTU",1969,640.789733886719,35.6,35.6,NA,NA,6.46426073273405
"Butte County","06007","Urban","35.6","32.5","38.9","7","3","16","104","68.2","BTU",1972,699.039611816406,35.6,35.6,NA,NA,6.5511369217515
"Butte County","06007","Urban","35.6","32.5","38.9","7","3","16","104","68.2","BTU",1973,3089.67361450195,35.6,35.6,NA,NA,8.03614434435433
"Butte County","06007","Urban","35.6","32.5","38.9","7","3","16","104","68.2","BTU",1974,778.419799804688,35.6,35.6,NA,NA,6.65854979648839
"Butte County","06007","Urban","35.6","32.5","38.9","7","3","16","104","68.2","BTU",1975,780.449768066406,35.6,35.6,NA,NA,6.66115087148914
"Butte County","06007","Urban","35.6","32.5","38.9","7","3","16","104","68.2","BTU",1978,734.184692382812,35.6,35.6,NA,NA,6.60012174980025
"Butte County","06007","Urban","35.6","32.5","38.9","7","3","16","104","68.2","BTU",1979,1836.73098754883,35.6,35.6,NA,NA,7.51628693069603
"Butte County","06007","Urban","35.6","32.5","38.9","7","3","16","104","68.2","BTU",1980,535.244033813477,35.6,35.6,NA,NA,6.28458934442458
"Butte County","06007","Urban","35.6","32.5","38.9","7","3","16","104","68.2","BTU",1981,7604.69409179688,35.6,35.6,NA,NA,8.93665246835213
"Butte County","06007","Urban","35.6","32.5","38.9","7","3","16","104","68.2","BTU",1983,6689.54016113281,35.6,35.6,NA,NA,8.80844989143726
