"county","fips","urban_rural","age_adjusted_incidence_rate_rate_note_cases_per_100_000","lower_95_confidence_interval","upper_95_confidence_interval","ci_rank_rank_note","lower_ci_ci_rank","upper_ci_ci_rank","average_annual_count","percent_of_cases_with_late_stage","UNIT_ID","YEAR_","total_burned_acres","age_adjusted_rate","incidence_numeric","pm25_avg","pm25_avg_z","log_burned_acres"
"Napa County","06055","Urban","22.8","20","26.1","44","23","55","47","63.3","LNU",1996,6279.50708007812,22.8,22.8,NA,NA,8.74520600143789
"Napa County","06055","Urban","22.8","20","26.1","44","23","55","47","63.3","LNU",1997,333.600555419922,22.8,22.8,NA,NA,5.81293744850329
"Napa County","06055","Urban","22.8","20","26.1","44","23","55","47","63.3","LNU",1998,6834.13543701172,22.8,22.8,NA,NA,8.82983156417925
"Napa County","06055","Urban","22.8","20","26.1","44","23","55","47","63.3","LNU",1999,43393.6112213135,22.8,22.8,NA,NA,10.6780905469718
"Napa County","06055","Urban","22.8","20","26.1","44","23","55","47","63.3","LNU",2000,12931.1022644043,22.8,22.8,NA,NA,9.46746804667087
"Napa County","06055","Urban","22.8","20","26.1","44","23","55","47","63.3","LNU",2001,498.150787353516,22.8,22.8,NA,NA,6.21290822916978
"Napa County","06055","Urban","22.8","20","26.1","44","23","55","47","63.3","LNU",2002,2566.04117584229,22.8,22.8,NA,NA,7.85050922119527
"Napa County","06055","Urban","22.8","20","26.1","44","23","55","47","63.3","LNU",2003,2800.88979578018,22.8,22.8,NA,NA,7.93804939556681
"Napa County","06055","Urban","22.8","20","26.1","44","23","55","47","63.3","LNU",2004,53044.8328838348,22.8,22.8,NA,NA,10.878911590228
"Napa County","06055","Urban","22.8","20","26.1","44","23","55","47","63.3","LNU",2005,2114.12579345703,22.8,22.8,NA,NA,7.65686956652354
"Napa County","06055","Urban","22.8","20","26.1","44","23","55","47","63.3","LNU",2006,16871.8457763195,22.8,22.8,NA,NA,9.73346084989221
"Napa County","06055","Urban","22.8","20","26.1","44","23","55","47","63.3","LNU",2007,1663.92415595055,22.8,22.8,NA,NA,7.41753484939537
"Napa County","06055","Urban","22.8","20","26.1","44","23","55","47","63.3","LNU",2008,17465.3975982666,22.8,22.8,NA,NA,9.76803417684298
"Napa County","06055","Urban","22.8","20","26.1","44","23","55","47","63.3","LNU",2009,2452.11708068848,22.8,22.8,NA,NA,7.80511477271118
"Napa County","06055","Urban","22.8","20","26.1","44","23","55","47","63.3","LNU",2010,346.924438476562,22.8,22.8,NA,NA,5.85198532538369
"Napa County","06055","Urban","22.8","20","26.1","44","23","55","47","63.3","LNU",2011,1239.2195186615,22.8,22.8,NA,NA,7.12304367410954
"Napa County","06055","Urban","22.8","20","26.1","44","23","55","47","63.3","LNU",2012,31423.8484740257,22.8,22.8,13.7172101842105,1.76349149200953,10.3553542116179
"Napa County","06055","Urban","22.8","20","26.1","44","23","55","47","63.3","LNU",2013,5286.81325432658,22.8,22.8,11.7592198391608,1.08599926137077,8.57316006591674
"Napa County","06055","Urban","22.8","20","26.1","44","23","55","47","63.3","LNU",2014,11526.6210565567,22.8,22.8,11.9551798899721,1.15380419834398,9.35250126557044
"Napa County","06055","Urban","22.8","20","26.1","44","23","55","47","63.3","LNU",2015,179769.700382233,22.8,22.8,10.6302557611111,0.695361792967153,12.0994374310235
"Napa County","06055","Urban","22.8","20","26.1","44","23","55","47","63.3","LNU",2016,11937.2980337143,22.8,22.8,8.54379041477273,-0.0265845972257925,9.38750683354633
"Napa County","06055","Urban","22.8","20","26.1","44","23","55","47","63.3","LNU",2017,205853.468799114,22.8,22.8,13.7521156116505,1.77556926142115,12.2349247359695
"Napa County","06055","Urban","22.8","20","26.1","44","23","55","47","63.3","LNU",2018,570247.347058773,22.8,22.8,11.3970562640449,0.960685564609336,13.2538272415169
"Napa County","06055","Urban","22.8","20","26.1","44","23","55","47","63.3","LNU",2019,80941.4609966278,22.8,22.8,5.93311387709497,-0.929915441251322,11.3014938231644
"Napa County","06055","Urban","22.8","20","26.1","44","23","55","47","63.3","LNU",2020,433713.332237005,22.8,22.8,10.2758068509142,0.572717478900995,12.9801413757082
"Napa County","06055","Urban","22.8","20","26.1","44","23","55","47","63.3","LNU",2021,526.930181980133,22.8,22.8,NA,NA,6.26896404386473
"Napa County","06055","Urban","22.8","20","26.1","44","23","55","47","63.3","LNU",2022,458.393967092037,22.8,22.8,NA,NA,6.12990815802257
"Napa County","06055","Urban","22.8","20","26.1","44","23","55","47","63.3","LNU",2023,97.1194534301758,22.8,22.8,NA,NA,4.58618564895259
"Napa County","06055","Urban","22.8","20","26.1","44","23","55","47","63.3","LNU",2024,23552.7785072327,22.8,22.8,NA,NA,10.0670415327414
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1950,6226.80807495117,22.8,22.8,NA,NA,8.73677971599722
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1951,3266.89096069336,22.8,22.8,NA,NA,8.09190008966234
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1952,1097.78244018555,22.8,22.8,NA,NA,7.00195797319203
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1953,4351.73864746094,22.8,22.8,NA,NA,8.37856050011303
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1954,2536.42367553711,22.8,22.8,NA,NA,7.83890454429161
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1955,1561.14651489258,22.8,22.8,NA,NA,7.35381612554783
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1956,316.576202392578,22.8,22.8,NA,NA,5.76071779707122
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1957,627.130676269531,22.8,22.8,NA,NA,6.44274822805362
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1958,1382.37298583984,22.8,22.8,NA,NA,7.23227998860835
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1959,3164.23754882812,22.8,22.8,NA,NA,8.0599833866838
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1960,10945.0797729492,22.8,22.8,NA,NA,9.30073665954038
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1961,10293.2618713379,22.8,22.8,NA,NA,9.23934191910983
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1962,102.553024291992,22.8,22.8,NA,NA,4.64008379351836
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1963,501.961822509766,22.8,22.8,NA,NA,6.22051426763625
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1964,4264.35577392578,22.8,22.8,NA,NA,8.35828087354543
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1965,3797.71826171875,22.8,22.8,NA,NA,8.24241898926849
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1966,168.568298339844,22.8,22.8,NA,NA,5.13325578572004
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1967,1063.42761230469,22.8,22.8,NA,NA,6.97019248042873
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1969,464.405914306641,22.8,22.8,NA,NA,6.14290995879484
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1970,1556.09353637695,22.8,22.8,NA,NA,7.35057624477393
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1972,188.597579956055,22.8,22.8,NA,NA,5.2449038257946
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1974,284.694488525391,22.8,22.8,NA,NA,5.65492301792496
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1976,884.98046875,22.8,22.8,NA,NA,6.78669490606188
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1978,584.638610839844,22.8,22.8,NA,NA,6.37270289428477
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1979,3540.6773147583,22.8,22.8,NA,NA,8.17235571163998
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1980,1466.26876831055,22.8,22.8,NA,NA,7.29115797084448
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1981,1237.7262878418,22.8,22.8,NA,NA,7.12183894345638
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1982,439.488616943359,22.8,22.8,NA,NA,6.08788460382409
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1983,1638.34008789062,22.8,22.8,NA,NA,7.40204905440696
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1984,876.612182617188,22.8,22.8,NA,NA,6.77720479060714
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1985,2041.04339599609,22.8,22.8,NA,NA,7.62170625021089
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1986,397.724670410156,22.8,22.8,NA,NA,5.98827112959905
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1987,183.452606201172,22.8,22.8,NA,NA,5.21739255352363
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1988,36555.2159118652,22.8,22.8,NA,NA,10.5066065167064
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1994,837.441101074219,22.8,22.8,NA,NA,6.73154433559302
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1996,40.709415435791,22.8,22.8,NA,NA,3.73072689314519
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1997,5837.90087890625,22.8,22.8,NA,NA,8.67229785244263
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1998,1620.13888549805,22.8,22.8,NA,NA,7.39088419696616
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",1999,283.322906494141,22.8,22.8,NA,NA,5.65011058696995
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",2000,497.332397460938,22.8,22.8,NA,NA,6.21126731915011
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",2001,18988.9733428955,22.8,22.8,NA,NA,9.85166640006103
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",2002,2449.66273498535,22.8,22.8,NA,NA,7.8041137710348
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",2003,278.411581993103,22.8,22.8,NA,NA,5.63268589905284
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",2004,1609.29309844971,22.8,22.8,NA,NA,7.38417149013618
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",2005,138.896269321442,22.8,22.8,NA,NA,4.9409012145642
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",2006,478.146147251129,22.8,22.8,NA,NA,6.17200565995838
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",2007,2540.35382843018,22.8,22.8,NA,NA,7.84045222133573
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",2008,3740.91871547699,22.8,22.8,NA,NA,8.22735378438458
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",2009,5807.7543926239,22.8,22.8,NA,NA,8.66712143660702
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",2010,2787.99633979797,22.8,22.8,5.01555555555556,-1.24740354101267,7.93343707525588
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",2011,1279.94019317627,22.8,22.8,4.67647058823529,-1.36473171449764,7.15534961320049
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",2012,3713.86679840088,22.8,22.8,4.63418803418803,-1.37936207359568,8.22009810143526
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",2013,969.934209704399,22.8,22.8,6.89263157894737,-0.597908805054729,6.87825871079954
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",2014,928.001508235931,22.8,22.8,5.38555555555556,-1.11937833089348,6.83411036231729
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",2015,2731.99742126465,22.8,22.8,4.94105263157895,-1.27318260181429,7.91315424237279
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",2016,1230.48164749146,22.8,22.8,5.71271676300578,-1.00617594622682,7.11597331488475
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",2017,18634.1274013519,22.8,22.8,5.33640807407407,-1.13638405155157,9.83280364856034
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",2018,2261.36171102524,22.8,22.8,6.23904235779816,-0.824059879025722,7.72416455150725
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",2019,1089.23649150133,22.8,22.8,6.02370411148649,-0.89856994451424,6.99414991636988
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",2020,3421.83182621002,22.8,22.8,12.269042508344,1.26240508392674,8.13822350679739
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",2021,4688.53641319275,22.8,22.8,NA,NA,8.45308901075364
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",2022,1826.9718079567,22.8,22.8,NA,NA,7.51096232955201
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",2023,283.579155921936,22.8,22.8,NA,NA,5.65101144306471
"Nevada County","06057","Rural","22.8","19.8","26.2","45","23","55","46","67.2","NEU",2024,881.154584765434,22.8,22.8,NA,NA,6.78236730682343
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1950,1810.09878540039,22.4,22.4,NA,NA,7.50168900382833
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1951,8237.14849853516,22.4,22.4,NA,NA,9.0165309008757
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1952,15463.5968933105,22.4,22.4,NA,NA,9.64630861903814
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1953,2361.15216064453,22.4,22.4,NA,NA,7.76732841493835
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1954,1533.560546875,22.4,22.4,NA,NA,7.33599933035209
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1955,7105.82112121582,22.4,22.4,NA,NA,8.86881032313007
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1958,7774.31420898438,22.4,22.4,NA,NA,8.95870914896197
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1959,1295.96166992188,22.4,22.4,NA,NA,7.16777963100533
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1960,1040.06198120117,22.4,22.4,NA,NA,6.94799660690129
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1961,45327.0107421875,22.4,22.4,NA,NA,10.7216804590582
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1962,165.255661010742,22.4,22.4,NA,NA,5.11352673014867
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1964,482.761199951172,22.4,22.4,NA,NA,6.18159139642982
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1965,520.996948242188,22.4,22.4,NA,NA,6.25766174158622
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1966,4035.33001708984,22.4,22.4,NA,NA,8.3030911464879
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1967,3311.29872131348,22.4,22.4,NA,NA,8.10539770507125
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1968,1791.01016235352,22.4,22.4,NA,NA,7.491093264475
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1969,464.775939941406,22.4,22.4,NA,NA,6.14370470292039
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1970,10901.6201477051,22.4,22.4,NA,NA,9.29675841985387
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1971,910.274436950684,22.4,22.4,NA,NA,6.81484409991878
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1973,93.6527786254883,22.4,22.4,NA,NA,4.55021523407058
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1974,1280.06854248047,22.4,22.4,NA,NA,7.1554498074758
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1975,1952.15539550781,22.4,22.4,NA,NA,7.57720149530367
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1977,4859.0126953125,22.4,22.4,NA,NA,8.48879632909535
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1979,2633.28102111816,22.4,22.4,NA,NA,7.87636556648249
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1980,4181.50485229492,22.4,22.4,NA,NA,8.33866559300255
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1981,4534.21783447266,22.4,22.4,NA,NA,8.41962839545797
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1982,1815.65176391602,22.4,22.4,NA,NA,7.50475039560655
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1983,5902.57946777344,22.4,22.4,NA,NA,8.68331413538529
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1984,9065.20109558105,22.4,22.4,NA,NA,9.11230861254545
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1985,16293.5578689575,22.4,22.4,NA,NA,9.69858645797674
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1986,322.380676269531,22.4,22.4,NA,NA,5.7788301935629
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1987,2362.6145324707,22.4,22.4,NA,NA,7.7679473079002
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1988,1590.29040527344,22.4,22.4,NA,NA,7.37230054170851
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1989,1499.84172058105,22.4,22.4,NA,NA,7.3137813767602
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1990,1768.38854980469,22.4,22.4,NA,NA,7.47838931379781
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1991,1622.75537109375,22.4,22.4,NA,NA,7.39249687581229
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1992,1372.48413085938,22.4,22.4,NA,NA,7.22510595167126
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1994,1603.07275390625,22.4,22.4,NA,NA,7.38030114519474
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1995,3265.35005187988,22.4,22.4,NA,NA,8.09142844839931
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1996,2276.52893066406,22.4,22.4,NA,NA,7.73084633186971
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1997,1383.83912658691,22.4,22.4,NA,NA,7.23333925778616
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1998,3374.30350112915,22.4,22.4,NA,NA,8.124240525524
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",1999,3245.87302398682,22.4,22.4,NA,NA,8.08544766569817
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",2000,991.864631652832,22.4,22.4,NA,NA,6.900594332147
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",2001,608.467796325684,22.4,22.4,NA,NA,6.41258611130835
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",2002,5288.47618103027,22.4,22.4,NA,NA,8.57347449935029
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",2003,45455.1771469116,22.4,22.4,NA,NA,10.7245040011937
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",2004,3416.17842102051,22.4,22.4,NA,NA,8.13657046644438
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",2005,8792.88778945804,22.4,22.4,NA,NA,9.08181218976147
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",2006,43256.0800170898,22.4,22.4,NA,NA,10.6749161987798
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",2007,47914.4284057617,22.4,22.4,NA,NA,10.7771928276909
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",2008,5588.98011398315,22.4,22.4,NA,NA,8.62873100871583
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",2009,16684.5074462891,22.4,22.4,NA,NA,9.72229580404569
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",2010,1758.87586975098,22.4,22.4,8.53585354175824,-0.0293308670511141,7.47299855699436
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",2011,1642.27891254425,22.4,22.4,8.79020793796004,0.058679335701525,7.40444886172144
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",2013,3585.77038574219,22.4,22.4,10.5957634230769,0.683426958306803,8.18500746258741
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",2015,2989.92529296875,22.4,22.4,8.60046528,-0.00697429579552619,8.00333808104243
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",2016,4783.85105895996,22.4,22.4,7.73661390111359,-0.305879037129821,8.47321017674848
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",2017,471.155700683594,22.4,22.4,8.83062033952015,0.0726625957046422,6.15730880551863
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",2018,1391.14639282227,22.4,22.4,10.8922471888791,0.786014516181807,7.23860200262205
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",2019,3929.03967285156,22.4,22.4,7.47893006961471,-0.395041271378368,8.27640479968552
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",2020,402680.181488037,22.4,22.4,11.3225868453159,0.934918097095175,12.9059004149009
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",2021,309.888877868652,22.4,22.4,NA,NA,5.7394355424417
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",2022,1561.57886886597,22.4,22.4,NA,NA,7.3540928564109
"Santa Clara County","06085","Urban","22.4","21.5","23.3","46","39","52","475","69.0","SCU",2024,16345.6389501393,22.4,22.4,NA,NA,9.70177758639442
"Imperial County","06025","Urban","22.3","19.3","25.7","47","24","55","40","75.2",NA,NA,NA,22.3,22.3,NA,NA,NA
"Ventura County","06111","Urban","22.2","20.9","23.5","48","38","53","232","63.1",NA,NA,NA,22.2,22.2,NA,NA,NA
"Los Angeles County","06037","Urban","22.1","21.7","22.5","49","42","52","2427","68.0",NA,NA,NA,22.1,22.1,NA,NA,NA
"San Mateo County","06081","Urban","21.7","20.4","23.1","50","40","54","209","65.1",NA,NA,NA,21.7,21.7,NA,NA,NA
"Tulare County","06107","Urban","21","19.1","23.1","51","38","55","91","68.5",NA,NA,NA,21,21,NA,NA,NA
"Monterey County","06053","Urban","20.7","18.9","22.7","52","39","55","99","74.1",NA,NA,NA,20.7,20.7,NA,NA,NA
"Marin County","06041","Urban","20.5","18.6","22.6","53","41","55","90","64.7",NA,NA,NA,20.5,20.5,NA,NA,NA
"San Benito County","06069","Urban","18.1","13.7","23.5","54","30","55","12","70.6",NA,NA,NA,18.1,18.1,NA,NA,NA
"Inyo County","06027","Rural","16.6","10.9","25.1","55","25","55","6","60.9",NA,NA,NA,16.6,16.6,NA,NA,NA
"Alpine County","06003","Rural","*","*","*","*","*","*","3 or fewer","*",NA,NA,NA,NA,NA,NA,NA,NA
"Mono County","06051","Rural","*","*","*","*","*","*","3 or fewer","*",NA,NA,NA,NA,NA,NA,NA,NA
"Sierra County","06091","Rural","*","*","*","*","*","*","3 or fewer","*",NA,NA,NA,NA,NA,NA,NA,NA
